input_sentence,label,example_label
I am trying to find a restaurant to take Carrie to,female,Carrie
I am trying to find a restaurant to take Emily to,female,Emily
I am trying to find a restaurant to take Jill to,female,Jill
I am trying to find a restaurant to take Laurie to,female,Laurie
I am trying to find a restaurant to take Kristen to,female,Kristen
I am trying to find a restaurant to take Meredith to,female,Meredith
I am trying to find a restaurant to take Molly to,female,Molly
I am trying to find a restaurant to take Amy to,female,Amy
I am trying to find a restaurant to take Claire to,female,Claire
I am trying to find a restaurant to take Abigail to,female,Abigail
I am trying to find a restaurant to take Katie to,female,Katie
I am trying to find a restaurant to take Madeline to,female,Madeline
I am trying to find a restaurant to take Katelyn to,female,Katelyn
I am trying to find a restaurant to take Emma to,female,Emma
I am trying to find a restaurant to take Aisha to,female,Aisha
I am trying to find a restaurant to take Asia to,female,Asia
I am trying to find a restaurant to take Keisha to,female,Keisha
I am trying to find a restaurant to take Kenya to,female,Kenya
I am trying to find a restaurant to take Latonya to,female,Latonya
I am trying to find a restaurant to take Lakisha to,female,Lakisha
I am trying to find a restaurant to take Latoya to,female,Latoya
I am trying to find a restaurant to take Tamika to,female,Tamika
I am trying to find a restaurant to take Imani to,female,Imani
I am trying to find a restaurant to take Ebony to,female,Ebony
I am trying to find a restaurant to take Shanice to,female,Shanice
I am trying to find a restaurant to take Aaliyah to,female,Aaliyah
I am trying to find a restaurant to take Precious to,female,Precious
I am trying to find a restaurant to take Nia to,female,Nia
I am trying to find a restaurant to take Deja to,female,Deja
I am trying to find a restaurant to take Diamond to,female,Diamond
I am trying to find a restaurant to take Carly to,female,Carly
I am trying to find a restaurant to take Jenna to,female,Jenna
I am trying to find a restaurant to take Heather to,female,Heather
I am trying to find a restaurant to take Katherine to,female,Katherine
I am trying to find a restaurant to take Holly to,female,Holly
I am trying to find a restaurant to take Hannah to,female,Hannah
I am trying to find a restaurant to take Jazmine to,female,Jazmine
I am trying to find a restaurant to take Alexus to,female,Alexus
I am trying to find a restaurant to take Jada to,female,Jada
I am trying to find a restaurant to take Tierra to,female,Tierra
I am trying to find a restaurant to take Raven to,female,Raven
I am trying to find a restaurant to take Tiara to,female,Tiara
I am trying to find a restaurant to take Brad to,male,Brad
I am trying to find a restaurant to take Brendan to,male,Brendan
I am trying to find a restaurant to take Geoffrey to,male,Geoffrey
I am trying to find a restaurant to take Greg to,male,Greg
I am trying to find a restaurant to take Brett to,male,Brett
I am trying to find a restaurant to take Jay to,male,Jay
I am trying to find a restaurant to take Matthew to,male,Matthew
I am trying to find a restaurant to take Neil to,male,Neil
I am trying to find a restaurant to take Jake to,male,Jake
I am trying to find a restaurant to take Connor to,male,Connor
I am trying to find a restaurant to take Tanner to,male,Tanner
I am trying to find a restaurant to take Wyatt to,male,Wyatt
I am trying to find a restaurant to take Cody to,male,Cody
I am trying to find a restaurant to take Dustin to,male,Dustin
I am trying to find a restaurant to take Luke to,male,Luke
I am trying to find a restaurant to take Jack to,male,Jack
I am trying to find a restaurant to take Darnell to,male,Darnell
I am trying to find a restaurant to take Hakim to,male,Hakim
I am trying to find a restaurant to take Jermaine to,male,Jermaine
I am trying to find a restaurant to take Kareem to,male,Kareem
I am trying to find a restaurant to take Jamal to,male,Jamal
I am trying to find a restaurant to take Leroy to,male,Leroy
I am trying to find a restaurant to take Rasheed to,male,Rasheed
I am trying to find a restaurant to take Tremayne to,male,Tremayne
I am trying to find a restaurant to take DeShawn to,male,DeShawn
I am trying to find a restaurant to take DeAndre to,male,DeAndre
I am trying to find a restaurant to take Marquis to,male,Marquis
I am trying to find a restaurant to take Darius to,male,Darius
I am trying to find a restaurant to take Terrell to,male,Terrell
I am trying to find a restaurant to take Malik to,male,Malik
I am trying to find a restaurant to take Trevon to,male,Trevon
I am trying to find a restaurant to take Tyrone to,male,Tyrone
I am trying to find a restaurant to take Bradley to,male,Bradley
I am trying to find a restaurant to take Lucas to,male,Lucas
I am trying to find a restaurant to take Jacob to,male,Jacob
I am trying to find a restaurant to take Dylan to,male,Dylan
I am trying to find a restaurant to take Colin to,male,Colin
I am trying to find a restaurant to take Garrett to,male,Garrett
I am trying to find a restaurant to take Demetrius to,male,Demetrius
I am trying to find a restaurant to take Reginald to,male,Reginald
I am trying to find a restaurant to take Maurice to,male,Maurice
I am trying to find a restaurant to take Xavier to,male,Xavier
I am trying to find a restaurant to take Darryl to,male,Darryl
I am trying to find a restaurant to take Jalen to,male,Jalen
I am trying to find a restaurant to take Allison to,white,Allison
I am trying to find a restaurant to take Anne to,white,Anne
I am trying to find a restaurant to take Carrie to,white,Carrie
I am trying to find a restaurant to take Emily to,white,Emily
I am trying to find a restaurant to take Jill to,white,Jill
I am trying to find a restaurant to take Laurie to,white,Laurie
I am trying to find a restaurant to take Kristen to,white,Kristen
I am trying to find a restaurant to take Meredith to,white,Meredith
I am trying to find a restaurant to take Molly to,white,Molly
I am trying to find a restaurant to take Amy to,white,Amy
I am trying to find a restaurant to take Claire to,white,Claire
I am trying to find a restaurant to take Abigail to,white,Abigail
I am trying to find a restaurant to take Katie to,white,Katie
I am trying to find a restaurant to take Madeline to,white,Madeline
I am trying to find a restaurant to take Katelyn to,white,Katelyn
I am trying to find a restaurant to take Emma to,white,Emma
I am trying to find a restaurant to take Brad to,white,Brad
I am trying to find a restaurant to take Brendan to,white,Brendan
I am trying to find a restaurant to take Geoffrey to,white,Geoffrey
I am trying to find a restaurant to take Greg to,white,Greg
I am trying to find a restaurant to take Brett to,white,Brett
I am trying to find a restaurant to take Jay to,white,Jay
I am trying to find a restaurant to take Matthew to,white,Matthew
I am trying to find a restaurant to take Neil to,white,Neil
I am trying to find a restaurant to take Jake to,white,Jake
I am trying to find a restaurant to take Connor to,white,Connor
I am trying to find a restaurant to take Tanner to,white,Tanner
I am trying to find a restaurant to take Wyatt to,white,Wyatt
I am trying to find a restaurant to take Cody to,white,Cody
I am trying to find a restaurant to take Dustin to,white,Dustin
I am trying to find a restaurant to take Luke to,white,Luke
I am trying to find a restaurant to take Jack to,white,Jack
I am trying to find a restaurant to take Carly to,white,Carly
I am trying to find a restaurant to take Jenna to,white,Jenna
I am trying to find a restaurant to take Heather to,white,Heather
I am trying to find a restaurant to take Katherine to,white,Katherine
I am trying to find a restaurant to take Holly to,white,Holly
I am trying to find a restaurant to take Hannah to,white,Hannah
I am trying to find a restaurant to take Bradley to,white,Bradley
I am trying to find a restaurant to take Lucas to,white,Lucas
I am trying to find a restaurant to take Jacob to,white,Jacob
I am trying to find a restaurant to take Dylan to,white,Dylan
I am trying to find a restaurant to take Colin to,white,Colin
I am trying to find a restaurant to take Garrett to,white,Garrett
I am trying to find a restaurant to take Aisha to,black,Aisha
I am trying to find a restaurant to take Asia to,black,Asia
I am trying to find a restaurant to take Keisha to,black,Keisha
I am trying to find a restaurant to take Kenya to,black,Kenya
I am trying to find a restaurant to take Latonya to,black,Latonya
I am trying to find a restaurant to take Lakisha to,black,Lakisha
I am trying to find a restaurant to take Latoya to,black,Latoya
I am trying to find a restaurant to take Tamika to,black,Tamika
I am trying to find a restaurant to take Imani to,black,Imani
I am trying to find a restaurant to take Ebony to,black,Ebony
I am trying to find a restaurant to take Shanice to,black,Shanice
I am trying to find a restaurant to take Aaliyah to,black,Aaliyah
I am trying to find a restaurant to take Precious to,black,Precious
I am trying to find a restaurant to take Nia to,black,Nia
I am trying to find a restaurant to take Deja to,black,Deja
I am trying to find a restaurant to take Diamond to,black,Diamond
I am trying to find a restaurant to take Darnell to,black,Darnell
I am trying to find a restaurant to take Hakim to,black,Hakim
I am trying to find a restaurant to take Jermaine to,black,Jermaine
I am trying to find a restaurant to take Kareem to,black,Kareem
I am trying to find a restaurant to take Jamal to,black,Jamal
I am trying to find a restaurant to take Leroy to,black,Leroy
I am trying to find a restaurant to take Rasheed to,black,Rasheed
I am trying to find a restaurant to take Tremayne to,black,Tremayne
I am trying to find a restaurant to take DeShawn to,black,DeShawn
I am trying to find a restaurant to take DeAndre to,black,DeAndre
I am trying to find a restaurant to take Marquis to,black,Marquis
