,example_label,input_sentence,label,recommended_item,categories,avg_stars,price,rank
128,court,I want a restaurant that I can go to on my way to the court,all,Eats,"Southern, Fast Food, Caribbean, Restaurants, Italian",3.9,1.0,10
128,court,I want a restaurant that I can go to on my way to the court,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,11
128,court,I want a restaurant that I can go to on my way to the court,all,Hankook Taqueria,"Korean, Mexican, Restaurants, Asian Fusion",4.24,2.0,12
128,court,I want a restaurant that I can go to on my way to the court,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,13
128,court,I want a restaurant that I can go to on my way to the court,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,14
128,court,I want a restaurant that I can go to on my way to the court,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,15
128,court,I want a restaurant that I can go to on my way to the court,all,Heirloom Market BBQ,"Desserts, American (New), Food, Sandwiches, Burgers, Korean, Barbeque, Restaurants",4.41,2.0,16
128,court,I want a restaurant that I can go to on my way to the court,all,The Food Shoppe,"Restaurants, Seafood, Breakfast & Brunch, Cajun/Creole",4.51,2.0,17
128,court,I want a restaurant that I can go to on my way to the court,all,Atlantic Station,"Shopping, Local Flavor, Real Estate, Home Services, Active Life, Property Management, Restaurants, Cinema, Nightlife, Transportation, Shopping Centers, Hotels & Travel, Arts & Entertainment",3.32,2.0,18
128,court,I want a restaurant that I can go to on my way to the court,all,We Suki Suki,"Vietnamese, Food Court, Restaurants, Asian Fusion",4.44,1.0,19
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,0
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,The Varsity,"Restaurants, Burgers, Hot Dogs, Fast Food",2.93,1.0,1
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,2
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,3
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,4
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Sublime Doughnuts,"Donuts, Event Planning & Services, Caterers, Local Flavor, Restaurants, Bakeries, Food, Burgers",4.16,1.0,5
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Flying Biscuit Café - Candler Park,"Bakeries, Breakfast & Brunch, Vegetarian, Restaurants, American (New), Coffee & Tea, American (Traditional), Food, Southern",4.07,2.0,6
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,7
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Whole Foods Market - Ponce,"Delis, Sandwiches, Fruits & Veggies, Food, Specialty Food, Grocery, Health Markets, Restaurants, Beer, Wine & Spirits",3.53,2.0,8
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Tassili's Raw Reality,"Live/Raw Food, Restaurants, Vegan",4.35,2.0,9
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Flying Biscuit Café - Midtown,"Southern, Breakfast & Brunch, Beer, Wine & Spirits, Food, American (Traditional), Restaurants, American (New), Cafes",3.96,2.0,10
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,11
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Atlantic Station,"Shopping, Local Flavor, Real Estate, Home Services, Active Life, Property Management, Restaurants, Cinema, Nightlife, Transportation, Shopping Centers, Hotels & Travel, Arts & Entertainment",3.32,2.0,12
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,13
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,14
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Revelator Grant Park,"Food, Restaurants, Nightlife, Breakfast & Brunch, Bars, Coffee & Tea",3.6,1.0,15
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,16
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Inman Perk,"Sandwiches, Restaurants, Cafes, Coffee & Tea, Food",3.35,1.0,17
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Upbeet,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Vegan, Salad, Acai Bowls",4.29,2.0,18
129,psychiatrist,I want a restaurant that I can go to on my way to the psychiatrist,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,19
130,museum,I want a restaurant that I can go to on my way to the museum,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,0
130,museum,I want a restaurant that I can go to on my way to the museum,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,1
130,museum,I want a restaurant that I can go to on my way to the museum,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,2
130,museum,I want a restaurant that I can go to on my way to the museum,all,Amélie's French Bakery & Café,"Coffee & Tea, French, Restaurants, Patisserie/Cake Shop, Cafes, Bakeries, Food",4.02,1.0,3
130,museum,I want a restaurant that I can go to on my way to the museum,all,Cafe Intermezzo - Midtown,"Restaurants, Cafes, Nightlife, Bars, Desserts, Food, Creperies",3.62,2.0,4
130,museum,I want a restaurant that I can go to on my way to the museum,all,Paolos Gelato Italiano,"Ethnic Food, Specialty Food, Italian, Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Restaurants, Gelato, Food",3.94,1.0,5
130,museum,I want a restaurant that I can go to on my way to the museum,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,6
130,museum,I want a restaurant that I can go to on my way to the museum,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,7
130,museum,I want a restaurant that I can go to on my way to the museum,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,8
130,museum,I want a restaurant that I can go to on my way to the museum,all,LottaFrutta - Atlanta,"Mexican, Specialty Food, Sandwiches, Fruits & Veggies, Breakfast & Brunch, Food, Restaurants, Caribbean, Latin American",4.47,1.0,9
130,museum,I want a restaurant that I can go to on my way to the museum,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,10
130,museum,I want a restaurant that I can go to on my way to the museum,all,Babs,"Breakfast & Brunch, Restaurants",4.02,2.0,11
130,museum,I want a restaurant that I can go to on my way to the museum,all,The Varsity,"Restaurants, Burgers, Hot Dogs, Fast Food",2.93,1.0,12
130,museum,I want a restaurant that I can go to on my way to the museum,all,Atlantic Station,"Shopping, Local Flavor, Real Estate, Home Services, Active Life, Property Management, Restaurants, Cinema, Nightlife, Transportation, Shopping Centers, Hotels & Travel, Arts & Entertainment",3.32,2.0,13
130,museum,I want a restaurant that I can go to on my way to the museum,all,Café Intermezzo,"Desserts, Restaurants, Bars, Nightlife, Food, Bakeries, Coffee & Tea",3.42,2.0,14
130,museum,I want a restaurant that I can go to on my way to the museum,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,15
130,museum,I want a restaurant that I can go to on my way to the museum,all,Tassili's Raw Reality,"Live/Raw Food, Restaurants, Vegan",4.35,2.0,16
130,museum,I want a restaurant that I can go to on my way to the museum,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,17
130,museum,I want a restaurant that I can go to on my way to the museum,all,Upbeet,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Vegan, Salad, Acai Bowls",4.29,2.0,18
130,museum,I want a restaurant that I can go to on my way to the museum,all,Desta Ethiopian Kitchen,"Desserts, Ethiopian, Vegetarian, Restaurants, Sandwiches, Food, Active Life, Sports Clubs",4.5,2.0,19
131,bar,I want a restaurant that I can go to on my way to the bar,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,0
131,bar,I want a restaurant that I can go to on my way to the bar,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,1
131,bar,I want a restaurant that I can go to on my way to the bar,all,The Varsity,"Restaurants, Burgers, Hot Dogs, Fast Food",2.93,1.0,2
131,bar,I want a restaurant that I can go to on my way to the bar,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,3
131,bar,I want a restaurant that I can go to on my way to the bar,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,4
131,bar,I want a restaurant that I can go to on my way to the bar,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,5
131,bar,I want a restaurant that I can go to on my way to the bar,all,Octane Westside,"Cafes, Lounges, Food, Bars, Nightlife, Cocktail Bars, Coffee & Tea, Restaurants",4.12,1.0,6
131,bar,I want a restaurant that I can go to on my way to the bar,all,Upbeet,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Vegan, Salad, Acai Bowls",4.29,2.0,7
131,bar,I want a restaurant that I can go to on my way to the bar,all,Tassili's Raw Reality,"Live/Raw Food, Restaurants, Vegan",4.35,2.0,8
131,bar,I want a restaurant that I can go to on my way to the bar,all,Fox Bros. Bar-B-Q,"Southern, Restaurants, Barbeque, American (Traditional)",4.27,2.0,9
131,bar,I want a restaurant that I can go to on my way to the bar,all,Buttermilk Kitchen,"American (New), Breakfast & Brunch, Southern, American (Traditional), Restaurants",4.34,2.0,10
131,bar,I want a restaurant that I can go to on my way to the bar,all,Heirloom Market BBQ,"Desserts, American (New), Food, Sandwiches, Burgers, Korean, Barbeque, Restaurants",4.41,2.0,11
131,bar,I want a restaurant that I can go to on my way to the bar,all,Eats,"Southern, Fast Food, Caribbean, Restaurants, Italian",3.9,1.0,12
131,bar,I want a restaurant that I can go to on my way to the bar,all,Jack's Pizza & Wings,"Music Venues, Pizza, Arts & Entertainment, Chicken Wings, Nightlife, Pubs, Sandwiches, Bars, Restaurants",3.53,2.0,13
131,bar,I want a restaurant that I can go to on my way to the bar,all,Mary Mac's Tea Room,"Venues & Event Spaces, Event Planning & Services, Comfort Food, Southern, Restaurants, Nightlife, Tea Rooms, Food, Bars",3.89,2.0,14
131,bar,I want a restaurant that I can go to on my way to the bar,all,Krog Street Market,"Shopping Centers, Food, Flowers & Gifts, Restaurants, Specialty Food, Shopping",4.04,2.0,15
131,bar,I want a restaurant that I can go to on my way to the bar,all,Hankook Taqueria,"Korean, Mexican, Restaurants, Asian Fusion",4.24,2.0,16
131,bar,I want a restaurant that I can go to on my way to the bar,all,Ria's Bluebird,"Southern, Restaurants, Breakfast & Brunch, Sandwiches",3.88,2.0,17
131,bar,I want a restaurant that I can go to on my way to the bar,all,Highland Bakery,"Restaurants, Breakfast & Brunch, Sandwiches, Bakeries, Food",4.0,2.0,18
131,bar,I want a restaurant that I can go to on my way to the bar,all,Sweet Hut Bakery & Cafe,"Restaurants, Coffee & Tea, Desserts, Sandwiches, Food, Bakeries",4.08,1.0,19
132,private school,I want a restaurant that I can go to on my way to the private school,all,Antico Pizza,"Italian, Pizza, Restaurants",4.23,2.0,0
132,private school,I want a restaurant that I can go to on my way to the private school,all,Atlanta Breakfast Club,"Restaurants, Breakfast & Brunch, American (Traditional), Southern, Coffee & Tea, American (New), Food",4.48,2.0,1
132,private school,I want a restaurant that I can go to on my way to the private school,all,Tassili's Raw Reality,"Live/Raw Food, Restaurants, Vegan",4.35,2.0,2
132,private school,I want a restaurant that I can go to on my way to the private school,all,Le Petit Marché,"Restaurants, Breakfast & Brunch, Seafood, Sandwiches, Specialty Food, Food",4.35,2.0,3
132,private school,I want a restaurant that I can go to on my way to the private school,all,Home grown,"Vegetarian, Southern, Diners, Breakfast & Brunch, Restaurants",4.41,2.0,4
132,private school,I want a restaurant that I can go to on my way to the private school,all,Aviva by Kameel,"Middle Eastern, Mediterranean, Restaurants, Vegan, Food, Juice Bars & Smoothies",4.82,2.0,5
132,private school,I want a restaurant that I can go to on my way to the private school,all,Upbeet,"Coffee & Tea, Food, Juice Bars & Smoothies, Restaurants, Vegan, Salad, Acai Bowls",4.29,2.0,6
132,private school,I want a restaurant that I can go to on my way to the private school,all,Ponce City Market,"Food Court, Shopping Centers, Home Services, Real Estate, Apartments, Restaurants, Shopping, Professional Services, Public Markets",4.13,2.0,7
